observable,target_geometry,route_formula,route_paper,status
bio_Redfield_C_N_ratio,qcalcgeom,"Redfield 106/16 || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
bio_Redfield_C_N_ratio,d26,"Redfield 106/16 || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
bio_chlorophyll_a_peak_nm,qcalcgeom,"Chlorophyll-a Q_y band || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
bio_chlorophyll_a_peak_nm,d26,"Chlorophyll-a Q_y band || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
bio_codon_redundancy_64_20,qcalcgeom,"64 codons / 20 amino acids = 3.2 || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
bio_codon_redundancy_64_20,d26,"64 codons / 20 amino acids = 3.2 || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
bio_photosynthesis_quantum_yield,qcalcgeom,"Photosynthesis 1/8 yield || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
bio_photosynthesis_quantum_yield,d26,"Photosynthesis 1/8 yield || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
bio_phyllotaxis_golden_ratio,qcalcgeom,"Golden ratio closure || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
bio_telomere_TTAGGG_length,qcalcgeom,"TTAGGG repeat = D_BSFG = 6 EXACT || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
bio_telomere_TTAGGG_length,d26,"TTAGGG repeat = D_BSFG = 6 EXACT || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_Earth_Moon_a_over_R_E,d26,"Earth-Moon semimajor axis ratio || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_Earth_obliquity_deg,d26,"Axial tilt || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_J2_oblateness_norm,d26,"Earth J_2 (normalized) || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_adiabatic_lapse_K_per_km,d26,"Dry adiabatic Gamma_d || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_atm_pressure_atm_norm,d26,"1 atm normalized || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_atmospheric_scale_height_km,d26,"H = 8.5 km surface T=288 K || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_greenhouse_DeltaT_K,d26,"T_surf - T_eff = 33 K || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_magnetopause_R_E,qcalcgeom,"R_mp = SO_5 R_E = 10 EXACT || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_magnetopause_R_E,d26,"R_mp = SO_5 R_E = 10 EXACT || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
geo_ocean_salinity_ppt,d26,"Mean salinity 35 ppt || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
higgs_vev,qcalcgeom,"v_Higgs = A_5 * (D_phys + F_TRZ) = 60 * 4.1 = 246 GeV || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1636;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
higgs_vev,d26,"v_Higgs = A_5 * (D_phys + F_TRZ) = 60 * 4.1 = 246 GeV || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1636;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
hubble_tension,qcalcgeom,"RECOVERED: H0 local/CMB tension = 1/12 EXACT tilt closure; grid (2*SO_5+2)*F_TRZ^19 vs local anchor || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1676;PAPER_1156;PAPER_2093;PAPER_2125;uqff_pure_calculator p9_h_tension;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
hubble_tension,bsfg,RECOVERED: H0 local/CMB tension = 1/12 EXACT tilt closure; grid (2*SO_5+2)*F_TRZ^19 vs local anchor || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form; also |SO(D-1)| at D=6 per PAPER_1160]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522,PAPER_1676;PAPER_1156;PAPER_2093;PAPER_2125;uqff_pure_calculator p9_h_tension;PAPER_1962;R320;PAPER_1160;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
hubble_tension,dpm,"RECOVERED: H0 local/CMB tension = 1/12 EXACT tilt closure; grid (2*SO_5+2)*F_TRZ^19 vs local anchor || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1676;PAPER_1156;PAPER_2093;PAPER_2125;uqff_pure_calculator p9_h_tension;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
m_W_alt,qcalcgeom,"m_W = A_5 + A_5/3 = 60 + 20 = 80 GeV || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1686;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
m_W_alt,d26,"m_W = A_5 + A_5/3 = 60 + 20 = 80 GeV || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1686;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
mp_me_ratio,qcalcgeom,"m_p/m_e = D_BSFG * pi^5 || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
mp_me_ratio,d26,"m_p/m_e = D_BSFG * pi^5 || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
n_s_scalar_tilt,qcalcgeom,"n_s = 1 - alpha_inv^-1 * (D_phys + Phi_res_5_6) = 1 - (1/137)(4 + 5/6) || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1736;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
omega_lambda_6_5_SSQ,qcalcgeom,"Omega_Lambda = (6/5) * SSQ = 6/5 * 0.57 = 0.684 || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1696;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
periodic_table_periods,qcalcgeom,"n_periods_stable = D_BSFG + 1 = 7 || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
periodic_table_periods,d26,"n_periods_stable = D_BSFG + 1 = 7 || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1167;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
quantum_supremacy_qubits,qcalcgeom,"n_qubits >= A_5 = 60 (Sycamore reached 53) || qcalcgeom-native re-expression: F_U-native constant set {rho_SCm, beta_i, SSq, F_TRZ, omega_SCm, Phi_res, S_26} [PAPER_1203/PAPER_2124 canonical F_U machinery = QCalcGeom v3 native surfaces compute_F_U/FUBi/FUBii/universal_inertia]; SO_5=1/F_TRZ [PAPER_1160 EXACT F_TRZ=1/|SO(5)|]; D_BSFG=6 native via bsfg_* wrapper surfaces [QCalcGeom v3 + PAPER_1159]; D_phys=2*D_BSFG/3 [PAPER_1962]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1655;PAPER_1203;PAPER_2124;PAPER_1160;PAPER_1159;PAPER_1962;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
quantum_supremacy_qubits,d26,"n_qubits >= A_5 = 60 (Sycamore reached 53) || d26-native re-expression: generator D_crit=26: SO_5=10 via 26->10 superstring reduction [PAPER_1160 chain 4; CondensedPhysics2.py L28609; 26D_DOWNWARD_PROJECTION.md]; D_BSFG=6, D_phys=4 via 26->10->6->4 flow [PAPER_1160 + PAPER_1159 D=6 resonance manifold]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522",PAPER_1655;PAPER_1160;PAPER_1159;PAPER_2116;PAPER_2128;PAPER_1522,XGEO_ROUTED_IDENTITY
